"種類ID","種類名","駅コード(運行系統)","駅コード(正式)[code]","駅名(正式)[code]","駅コード(正式)[id]","駅名(正式)[id]","駅名","駅グループコード(運行系統)","路線名(運行系統)","路線コード(運行系統)[code]","路線名(運行系統)[code]","路線コード(運行系統)[id]","路線名(運行系統)[id]","ナンバリング接頭辞","路線記号","ナンバリングハイフン","駅番号","路線(運行系統)ごとの並び順","駅カラー"
"","","11000972","1100836","冠着","11250","冠着","冠着","11000972","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","4","#DB560D"
"","","11000973","1100837","聖高原","11251","聖高原","聖高原","11000973","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","5","#DB560D"
"","","11000974","1100838","坂北","11252","坂北","坂北","11000974","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","6","#DB560D"
"","","11000975","1100839","西条","11253","西条","西条","11000975","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","7","#DB560D"
"","","11000976","1100840","明科","11254","明科","明科","11000976","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","8","#DB560D"
"","","11000977","1100841","田沢","11255","田沢","田沢","11000977","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","9","#DB560D"
"","","11000978","1100842","松本","11256","松本","松本","11000978","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","10","#DB560D"
"","","11000979","1100843","南松本","11257","南松本","南松本","11000979","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","11","#DB560D"
"","","11000980","1100844","平田","11258","平田","平田","11000980","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","12","#DB560D"
"","","11000981","1100845","村井","11259","村井","村井","11000981","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","13","#DB560D"
"","","11000982","1100846","広丘","11260","広丘","広丘","11000982","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","14","#DB560D"
"","","11000983","1100847","塩尻","11261","塩尻","塩尻","11000983","篠ノ井線","110041A","篠ノ井線","750","篠ノ井線","","","","","15","#DB560D"
"","","11000984","1100848","松本","11262","松本","松本","11000984","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","42","1","#955D89"
"","","11000985","1100849","北松本","11263","北松本","北松本","11000985","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","41","2","#955D89"
"","","11000986","1100850","島内","11264","島内","島内","11000986","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","40","3","#955D89"
"","","11000987","1100851","島高松","11265","島高松","島高松","11000987","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","39","4","#955D89"
"","","11000988","1100852","梓橋","11266","梓橋","梓橋","11000988","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","38","5","#955D89"
"","","11000989","1100853","一日市場","11267","一日市場","一日市場","11000989","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","37","6","#955D89"
"","","11000990","1100854","中萱","11268","中萱","中萱","11000990","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","36","7","#955D89"
"","","11000991","1100855","南豊科","11269","南豊科","南豊科","11000991","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","35","8","#955D89"
"","","11000992","1100856","豊科","11270","豊科","豊科","11000992","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","34","9","#955D89"
"","","11000993","1100857","柏矢町","11271","柏矢町","柏矢町","11000993","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","33","10","#955D89"
"","","11000994","1100858","穂高","11272","穂高","穂高","11000994","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","32","11","#955D89"
"","","11000995","1100859","有明","11273","有明","有明","11000995","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","31","12","#955D89"
"","","11000996","1100860","安曇追分","11274","安曇追分","安曇追分","11000996","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","30","13","#955D89"
"","","11000997","1100861","細野","11275","細野","細野","11000997","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","29","14","#955D89"
"","","11000998","1100862","北細野","11276","北細野","北細野","11000998","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","28","15","#955D89"
"","","11000999","1100863","信濃松川","11277","信濃松川","信濃松川","11000999","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","27","16","#955D89"
"","","11001000","1100864","安曇沓掛","11278","安曇沓掛","安曇沓掛","11001000","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","26","17","#955D89"
"","","11001001","1100865","信濃常盤","11279","信濃常盤","信濃常盤","11001001","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","25","18","#955D89"
"","","11001002","1100866","南大町","11280","南大町","南大町","11001002","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","24","19","#955D89"
"","","11001003","1100867","信濃大町","11281","信濃大町","信濃大町","11001003","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","23","20","#955D89"
"","","11001004","1100868","北大町","11282","北大町","北大町","11001004","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","22","21","#955D89"
"","","11001005","1100869","信濃木崎","11283","信濃木崎","信濃木崎","11001005","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","21","22","#955D89"
"","","11001006","1100870","稲尾","11284","稲尾","稲尾","11001006","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","20","23","#955D89"
"","","11001007","1100871","海ノ口","11285","海ノ口","海ノ口","11001007","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","19","24","#955D89"
"","","11001008","1100872","簗場","11286","簗場","簗場","11001008","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","18","25","#955D89"
"","","11001009","1100873","ヤナバスキー場前","11287","ヤナバスキー場前","ヤナバスキー場前","11001009","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","17","26","#955D89"
"","","11001010","1100874","南神城","11288","南神城","南神城","11001010","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","16","27","#955D89"
"","","11001011","1100875","神城","11289","神城","神城","11001011","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","15","28","#955D89"
"","","11001012","1100876","飯森","11290","飯森","飯森","11001012","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","14","29","#955D89"
"","","11001013","1100877","白馬","11291","白馬","白馬","11001013","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","13","30","#955D89"
"","","11001014","1100878","信濃森上","11292","信濃森上","信濃森上","11001014","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","12","31","#955D89"
"","","11001015","1100879","白馬大池","11293","白馬大池","白馬大池","11001015","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","11","32","#955D89"
"","","11001016","1100880","千国","11294","千国","千国","11001016","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","10","33","#955D89"
"","","11001017","1100881","南小谷","11295","南小谷","南小谷","11001017","大糸線(JR東日本)","110042A","大糸線","751","大糸線","","","","9","34","#955D89"
"","","11001018","1100882","東京","11296","東京","東京","11001018","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","1",""
"","","11001019","1100883","神田","11297","神田","神田","11001019","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","2",""
"","","11001020","1100884","秋葉原","11298","秋葉原","秋葉原","11001020","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","3",""
"","","11001021","1100885","御徒町","11299","御徒町","御徒町","11001021","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","4",""
"","","11001022","1100886","上野","11300","上野","上野","11001022","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","5",""
"","","11001023","1100887","鶯谷","11301","鶯谷","鶯谷","11001023","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","6",""
"","","11001024","1100888","日暮里","11302","日暮里","日暮里","11001024","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","7",""
"","","11001025","1100889","西日暮里","11303","西日暮里","西日暮里","11001025","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","8",""
"","","11001026","1100890","田端","11304","田端","田端","11001026","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","9",""
"","","11001027","1100891","上中里","11305","上中里","上中里","11001027","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","10",""
"","","11001028","1100892","王子","11306","王子","王子","11001028","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","11",""
"","","11001029","1100893","東十条","11307","東十条","東十条","11001029","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","12",""
"","","11001030","1100894","赤羽","11308","赤羽","赤羽","11001030","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","13",""
"","","11001031","1100895","川口","11309","川口","川口","11001031","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","14",""
"","","11001032","1100896","西川口","11310","西川口","西川口","11001032","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","15",""
"","","11001033","1100897","蕨","11311","蕨","蕨","11001033","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","16",""
"","","11001034","1100898","南浦和","11312","南浦和","南浦和","11001034","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","17",""
"","","11001035","1100899","浦和","11313","浦和","浦和","11001035","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","18",""
"","","11001036","1100900","北浦和","11314","北浦和","北浦和","11001036","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","19",""
"","","11001037","1100901","与野","11315","与野","与野","11001037","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","20",""
"","","11001038","1100902","さいたま新都心","11316","さいたま新都心","さいたま新都心","11001038","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","21",""
"","","11001039","1100903","大宮","11317","大宮","大宮","11001039","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","22","#F58507"
"","","11001040","1100904","土呂","11318","土呂","土呂","11001040","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","23","#F58507"
"","","11001041","1100905","東大宮","11319","東大宮","東大宮","11001041","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","24","#F58507"
"","","11001042","1100906","蓮田","11320","蓮田","蓮田","11001042","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","25","#F58507"
"","","11001043","1100907","白岡","11321","白岡","白岡","11001043","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","26","#F58507"
"","","11001044","1100908","新白岡","11322","新白岡","新白岡","11001044","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","27","#F58507"
"","","11001045","1100909","久喜","11323","久喜","久喜","11001045","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","28","#F58507"
"","","11001046","1100910","東鷲宮","11324","東鷲宮","東鷲宮","11001046","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","29","#F58507"
"","","11001047","1100911","栗橋","11325","栗橋","栗橋","11001047","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","30","#F58507"
"","","11001048","1100912","古河","11326","古河","古河","11001048","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","31","#F58507"
"","","11001049","1100913","野木","11327","野木","野木","11001049","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","32","#F58507"
"","","11001050","1100914","間々田","11328","間々田","間々田","11001050","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","33","#F58507"
"","","11001051","1100915","小山","11329","小山","小山","11001051","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","34","#F58507"
"","","11001052","1100916","小金井","11330","小金井","小金井","11001052","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","35","#F58507"
"","","11001053","1100917","自治医大","11331","自治医大","自治医大","11001053","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","36","#F58507"
"","","11001054","1100918","石橋","11332","石橋","石橋","11001054","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","37","#F58507"
"","","11001055","1100919","雀宮","11333","雀宮","雀宮","11001055","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","38","#F58507"
"","","11001056","1100920","宇都宮","11334","宇都宮","宇都宮","11001056","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","39","#F58507"
"","","11001057","1100921","岡本","11335","岡本","岡本","11001057","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","40","#F58507"
"","","11001058","1100922","宝積寺","11336","宝積寺","宝積寺","11001058","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","41","#F58507"
"","","11001059","1100923","氏家","11337","氏家","氏家","11001059","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","42","#F58507"
"","","11001060","1100924","蒲須坂","11338","蒲須坂","蒲須坂","11001060","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","43","#F58507"
"","","11001061","1100925","片岡","11339","片岡","片岡","11001061","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","44","#F58507"
"","","11001062","1100926","矢板","11340","矢板","矢板","11001062","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","45","#F58507"
"","","11001063","1100927","野崎","11341","野崎","野崎","11001063","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","46","#F58507"
"","","11001064","1100928","西那須野","11342","西那須野","西那須野","11001064","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","47","#F58507"
"","","11001065","1100929","那須塩原","11343","那須塩原","那須塩原","11001065","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","48","#F58507"
"","","11001066","1100930","黒磯","11344","黒磯","黒磯","11001066","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","49","#F58507"
"","","11001067","1100931","高久","11345","高久","高久","11001067","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","50","#248032"
"","","11001068","1100932","黒田原","11346","黒田原","黒田原","11001068","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","51","#248032"
"","","11001069","1100933","豊原","11347","豊原","豊原","11001069","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","52","#248032"
"","","11001070","1100934","白坂","11348","白坂","白坂","11001070","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","53","#248032"
"","","11001071","1100935","新白河","11349","新白河","新白河","11001071","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","54","#248032"
"","","11001072","1100936","白河","11350","白河","白河","11001072","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","55","#248032"
"","","11001073","1100937","久田野","11351","久田野","久田野","11001073","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","56","#248032"
"","","11001074","1100938","泉崎","11352","泉崎","泉崎","11001074","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","57","#248032"
"","","11001075","1100939","矢吹","11353","矢吹","矢吹","11001075","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","58","#248032"
"","","11001076","1100940","鏡石","11354","鏡石","鏡石","11001076","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","59","#248032"
"","","11001077","1100941","須賀川","11355","須賀川","須賀川","11001077","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","60","#248032"
"","","11001078","1100942","安積永盛","11356","安積永盛","安積永盛","11001078","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","61","#248032"
"","","11001079","1100943","郡山","11357","郡山","郡山","11001079","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","62","#248032"
"","","11001080","1100944","日和田","11358","日和田","日和田","11001080","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","63","#248032"
"","","11001081","1100945","五百川","11359","五百川","五百川","11001081","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","64","#248032"
"","","11001082","1100946","本宮","11360","本宮","本宮","11001082","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","65","#248032"
"","","11001083","1100947","杉田","11361","杉田","杉田","11001083","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","66","#248032"
"","","11001084","1100948","二本松","11362","二本松","二本松","11001084","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","67","#248032"
"","","11001085","1100949","安達","11363","安達","安達","11001085","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","68","#248032"
"","","11001086","1100950","松川","11364","松川","松川","11001086","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","69","#248032"
"","","11001087","1100951","金谷川","11365","金谷川","金谷川","11001087","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","70","#248032"
"","","11001088","1100952","南福島","11366","南福島","南福島","11001088","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","71","#248032"
"","","11001089","1100953","福島","11367","福島","福島","11001089","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","72","#248032"
"","","11001090","1100954","東福島","11368","東福島","東福島","11001090","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","73","#248032"
"","","11001091","1100955","伊達","11369","伊達","伊達","11001091","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","74","#248032"
"","","11001092","1100956","桑折","11370","桑折","桑折","11001092","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","75","#248032"
"","","11001093","1100957","藤田","11371","藤田","藤田","11001093","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","76","#248032"
"","","11001094","1100958","貝田","11372","貝田","貝田","11001094","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","77","#248032"
"","","11001095","1100959","越河","11373","越河","越河","11001095","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","78","#248032"
"","","11001096","1100960","白石","11374","白石","白石","11001096","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","79","#248032"
"","","11001097","1100961","東白石","11375","東白石","東白石","11001097","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","80","#248032"
"","","11001098","1100962","北白川","11376","北白川","北白川","11001098","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","81","#248032"
"","","11001099","1100963","大河原","11377","大河原","大河原","11001099","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","82","#248032"
"","","11001100","1100964","船岡","11378","船岡","船岡","11001100","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","83","#248032"
"","","11001101","1100965","槻木","11379","槻木","槻木","11001101","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","84","#248032"
"","","11001102","1100966","岩沼","11380","岩沼","岩沼","11001102","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","85","#248032"
"","","11001103","1100967","館腰","11381","館腰","館腰","11001103","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","86","#248032"
"","","11001104","1100968","名取","11382","名取","名取","11001104","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","87","#248032"
"","","11001105","1100969","南仙台","11383","南仙台","南仙台","11001105","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","88","#248032"
"","","11001106","1100970","太子堂","11384","太子堂","太子堂","11001106","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","89","#248032"
"","","11001107","1100971","長町","11385","長町","長町","11001107","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","90","#248032"
"","","11001108","1100972","仙台","11386","仙台","仙台","11001108","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","91","#248032"
"","","11001109","1100973","東仙台","11387","東仙台","東仙台","11001109","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","92","#248032"
"","","11001110","1100974","岩切","11388","岩切","岩切","11001110","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","93","#248032"
"","","11001111","1100975","陸前山王","11389","陸前山王","陸前山王","11001111","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","94","#248032"
"","","11001112","1100976","国府多賀城","11390","国府多賀城","国府多賀城","11001112","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","95","#248032"
"","","11001113","1100977","塩釜","11391","塩釜","塩釜","11001113","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","96","#248032"
"","","11001114","1100978","松島","11392","松島","松島","11001114","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","97","#248032"
"","","11001115","1100979","愛宕","11393","愛宕","愛宕","11001115","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","98","#248032"
"","","11001116","1100980","品井沼","11394","品井沼","品井沼","11001116","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","99","#248032"
"","","11001117","1100981","鹿島台","11395","鹿島台","鹿島台","11001117","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","100","#248032"
"","","11001118","1100982","松山町","11396","松山町","松山町","11001118","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","101","#248032"
"","","11001119","1100983","小牛田","11397","小牛田","小牛田","11001119","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","102","#248032"
"","","11001120","1100984","田尻","11398","田尻","田尻","11001120","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","103","#248032"
"","","11001121","1100985","瀬峰","11399","瀬峰","瀬峰","11001121","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","104","#248032"
"","","11001122","1100986","梅ヶ沢","11400","梅ヶ沢","梅ヶ沢","11001122","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","105","#248032"
"","","11001123","1100987","新田","11401","新田","新田","11001123","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","106","#248032"
"","","11001124","1100988","石越","11402","石越","石越","11001124","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","107","#248032"
"","","11001125","1100989","油島","11403","油島","油島","11001125","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","108","#248032"
"","","11001126","1100990","花泉","11404","花泉","花泉","11001126","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","109","#248032"
"","","11001127","1100991","清水原","11405","清水原","清水原","11001127","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","110","#248032"
"","","11001128","1100992","有壁","11406","有壁","有壁","11001128","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","111","#248032"
"","","11001129","1100993","一ノ関","11407","一ノ関","一ノ関","11001129","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","112","#248032"
"","","11001130","1100994","山ノ目","11408","山ノ目","山ノ目","11001130","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","113","#248032"
"","","11001131","1100995","平泉","11409","平泉","平泉","11001131","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","114","#248032"
"","","11001132","1100996","前沢","11410","前沢","前沢","11001132","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","115","#248032"
"","","11001133","1100997","陸中折居","11411","陸中折居","陸中折居","11001133","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","116","#248032"
"","","11001134","1100998","水沢","11412","水沢","水沢","11001134","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","117","#248032"
"","","11001135","1100999","金ケ崎","11413","金ケ崎","金ケ崎","11001135","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","118","#248032"
"","","11001136","1101000","六原","11414","六原","六原","11001136","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","119","#248032"
"","","11001137","1101001","北上","11415","北上","北上","11001137","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","120","#248032"
"","","11001138","1101002","村崎野","11416","村崎野","村崎野","11001138","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","121","#248032"
"","","11001139","1101003","花巻","11417","花巻","花巻","11001139","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","122","#248032"
"","","11001140","1101004","花巻空港","11418","花巻空港","花巻空港","11001140","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","123","#248032"
"","","11001141","1101005","石鳥谷","11419","石鳥谷","石鳥谷","11001141","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","124","#248032"
"","","11001142","1101006","日詰","11420","日詰","日詰","11001142","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","125","#248032"
"","","11001143","1101007","紫波中央","11421","紫波中央","紫波中央","11001143","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","126","#248032"
"","","11001144","1101008","古館","11422","古館","古館","11001144","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","127","#248032"
"","","11001145","1101009","矢幅","11423","矢幅","矢幅","11001145","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","128","#248032"
"","","11001146","1101010","岩手飯岡","11424","岩手飯岡","岩手飯岡","11001146","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","129","#248032"
"","","11001147","1101011","仙北町","11425","仙北町","仙北町","11001147","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","130","#248032"
"","","11001148","1101012","盛岡","11426","盛岡","盛岡","11001148","東北本線(正式区間)","110043A","東北本線","752","東北本線","","","","","131","#248032"
"","","11001149","1100489","横浜","10903","横浜","横浜","11001149","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","12","1","#00ADCD"
"","","11001150","1100488","東神奈川","10902","東神奈川","東神奈川","11001150","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","13","2","#00ADCD"
"","","11001151","1100487","新子安","10901","新子安","新子安","11001151","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","14","3","#00ADCD"
"","","11001152","1100486","鶴見","10900","鶴見","鶴見","11001152","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","15","4","#00ADCD"
"","","11001153","1100485","川崎","10899","川崎","川崎","11001153","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","16","5","#00ADCD"
"","","11001154","1100484","蒲田","10898","蒲田","蒲田","11001154","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","17","6","#00ADCD"
"","","11001155","1100483","大森","10897","大森","大森","11001155","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","18","7","#00ADCD"
"","","11001156","1100482","大井町","10896","大井町","大井町","11001156","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","19","8","#00ADCD"
"","","11001157","1100481","品川","10895","品川","品川","11001157","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","20","9","#00ADCD"
"","","11001158","1100480","田町","10893","田町","田町","11001158","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","22","11","#00ADCD"
"","","11001159","1100479","浜松町","10892","浜松町","浜松町","11001159","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","23","12","#00ADCD"
"","","11001160","1100478","新橋","10891","新橋","新橋","11001160","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","24","13","#00ADCD"
"","","11001161","1100477","有楽町","10890","有楽町","有楽町","11001161","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","25","14","#00ADCD"
"","","11001162","1100476","東京","10889","東京","東京","11001162","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","26","15","#00ADCD"
"","","11001163","1100882","東京","11296","東京","東京","11001162","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","26","16","#00ADCD"
"","","11001164","1100883","神田","11297","神田","神田","11001164","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","27","17","#00ADCD"
"","","11001165","1100884","秋葉原","11298","秋葉原","秋葉原","11001165","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","28","18","#00ADCD"
"","","11001166","1100885","御徒町","11299","御徒町","御徒町","11001166","京浜東北線","110043B","京浜東北線","753","京浜東北線","","JK","space","29","19","#00ADCD"
